# Observed solar radio flux at 10.7cm from <a href="http://www.spaceweather.ca/sx-eng.php">Space Weather Canada</a>
# F10.7 [sfu] 10.7cm flux density
# institution :: NRC-GNRC Canada
# references :: https://www.nrc-cnrc.gc.ca/eng/solutions/advisory/solar_weather_monitoring.html
# source_url :: ftp://ftp.geolab.nrcan.gc.ca/data/solar_flux/monthly_averages/solflux_monthly_average.txt
# contact :: ken.tapping@nrc-cnrc.gc.ca
# history :: retrieved Thu Oct  3 11:10:10 MEST 2019
# climexp_url :: http://climexp.knmi.nl/getinidices.cgi?solarradioflux
 1947    2     202.75    
 1947    3     226.29    
 1947    4     264.15    
 1947    5     261.17    
 1947    6     217.54    
 1947    7     207.23    
 1947    8     231.21    
 1947    9     192.03    
 1947   10     209.05    
 1947   11     179.83    
 1947   12     176.43    
 1948    1     149.91    
 1948    2     134.27    
 1948    3     135.54    
 1948    4     208.15    
 1948    5     226.46    
 1948    6     195.54    
 1948    7     182.76    
 1948    8     172.83    
 1948    9     163.73    
 1948   10     159.15    
 1948   11     165.41    
 1948   12     193.33    
 1949    1     176.73    
 1949    2     220.25    
 1949    3     203.91    
 1949    4     182.54    
 1949    5     148.92    
 1949    6     157.54    
 1949    7     159.87    
 1949    8     175.16    
 1949    9     172.49    
 1949   10     178.19    
 1949   11     180.38    
 1949   12     165.20    
 1950    1     150.74    
 1950    2     143.30    
 1950    3     137.83    
 1950    4     164.29    
 1950    5     157.09    
 1950    6     128.72    
 1950    7     127.05    
 1950    8     120.88    
 1950    9      98.51    
 1950   10      95.35    
 1950   11     101.90    
 1950   12     101.11    
 1951    1     103.23    
 1951    2     101.84    
 1951    3     102.47    
 1951    4     121.53    
 1951    5     168.56    
 1951    6     161.75    
 1951    7     116.35    
 1951    8     109.78    
 1951    9     117.78    
 1951   10     106.02    
 1951   11     104.35    
 1951   12      98.30    
 1952    1      91.24    
 1952    2      86.17    
 1952    3      74.95    
 1952    4      83.91    
 1952    5      80.82    
 1952    6      82.00    
 1952    7      88.81    
 1952    8      93.21    
 1952    9      78.44    
 1952   10      82.76    
 1952   11      83.35    
 1952   12      85.66    
 1953    1      79.52    
 1953    2      69.32    
 1953    3      66.86    
 1953    4      80.91    
 1953    5      72.45    
 1953    6      72.97    
 1953    7      69.83    
 1953    8      72.53    
 1953    9      74.28    
 1953   10      71.89    
 1953   11      68.73    
 1953   12      70.72    
 1954    1      65.68    
 1954    2      69.11    
 1954    3      71.85    
 1954    4      68.67    
 1954    5      65.36    
 1954    6      67.30    
 1954    7      67.74    
 1954    8      69.83    
 1954    9      70.10    
 1954   10      73.12    
 1954   11      72.55    
 1954   12      75.43    
 1955    1      81.23    
 1955    2      81.96    
 1955    3      71.77    
 1955    4      77.25    
 1955    5      82.74    
 1955    6      88.83    
 1955    7      87.29    
 1955    8      90.63    
 1955    9      95.05    
 1955   10     111.81    
 1955   11     130.01    
 1955   12     134.56    
 1956    1     136.61    
 1956    2     167.23    
 1956    3     160.60    
 1956    4     159.80    
 1956    5     163.38    
 1956    6     154.00    
 1956    7     157.21    
 1956    8     193.78    
 1956    9     200.91    
 1956   10     201.62    
 1956   11     250.36    
 1956   12     253.68    
 1957    1     223.76    
 1957    2     186.73    
 1957    3     197.76    
 1957    4     199.95    
 1957    5     208.53    
 1957    6     252.13    
 1957    7     218.00    
 1957    8     202.33    
 1957    9     267.12    
 1957   10     283.11    
 1957   11     259.22    
 1957   12     286.49    
 1958    1     251.51    
 1958    2     212.24    
 1958    3     251.55    
 1958    4     245.87    
 1958    5     218.60    
 1958    6     220.47    
 1958    7     224.06    
 1958    8     236.95    
 1958    9     243.55    
 1958   10     227.97    
 1958   11     209.22    
 1958   12     238.21    
 1959    1     274.47    
 1959    2     207.89    
 1959    3     229.15    
 1959    4     210.57    
 1959    5     212.75    
 1959    6     217.47    
 1959    7     203.00    
 1959    8     234.19    
 1959    9     194.33    
 1959   10     165.10    
 1959   11     184.84    
 1959   12     182.20    
 1960    1     196.03    
 1960    2     170.86    
 1960    3     146.77    
 1960    4     167.59    
 1960    5     162.70    
 1960    6     161.87    
 1960    7     163.94    
 1960    8     174.40    
 1960    9     164.49    
 1960   10     142.31    
 1960   11     148.90    
 1960   12     138.07    
 1961    1     121.95    
 1961    2     106.37    
 1961    3     104.77    
 1961    4     104.99    
 1961    5      99.33    
 1961    6     109.93    
 1961    7     116.45    
 1961    8     106.23    
 1961    9     112.72    
 1961   10      96.65    
 1961   11      90.28    
 1961   12      94.78    
 1962    1      91.73    
 1962    2     102.17    
 1962    3     100.31    
 1962    4      96.14    
 1962    5      97.83    
 1962    6      90.97    
 1962    7      77.88    
 1962    8      77.28    
 1962    9      89.45    
 1962   10      87.75    
 1962   11      84.81    
 1962   12      81.94    
 1963    1      76.84    
 1963    2      79.67    
 1963    3      77.82    
 1963    4      79.38    
 1963    5      87.72    
 1963    6      83.51    
 1963    7      75.93    
 1963    8      80.87    
 1963    9      85.09    
 1963   10      85.05    
 1963   11      81.62    
 1963   12      78.39    
 1964    1      72.95    
 1964    2      76.75    
 1964    3      75.82    
 1964    4      72.57    
 1964    5      69.45    
 1964    6      69.04    
 1964    7      67.03    
 1964    8      69.29    
 1964    9      70.14    
 1964   10      73.32    
 1964   11      73.69    
 1964   12      78.78    
 1965    1      78.55    
 1965    2      75.16    
 1965    3      74.08    
 1965    4      71.98    
 1965    5      78.15    
 1965    6      76.97    
 1965    7      74.35    
 1965    8      74.70    
 1965    9      76.52    
 1965   10      80.14    
 1965   11      77.64    
 1965   12      77.73    
 1966    1      87.87    
 1966    2      84.21    
 1966    3      90.28    
 1966    4      97.16    
 1966    5      98.53    
 1966    6      96.30    
 1966    7     106.67    
 1966    8     106.60    
 1966    9     110.88    
 1966   10     108.58    
 1966   11     113.31    
 1966   12     124.57    
 1967    1     147.74    
 1967    2     147.02    
 1967    3     160.59    
 1967    4     129.88    
 1967    5     142.96    
 1967    6     120.23    
 1967    7     140.33    
 1967    8     153.74    
 1967    9     132.08    
 1967   10     136.06    
 1967   11     145.30    
 1967   12     163.04    
 1968    1     189.12    
 1968    2     173.18    
 1968    3     142.63    
 1968    4     129.48    
 1968    5     154.88    
 1968    6     142.28    
 1968    7     137.16    
 1968    8     142.17    
 1968    9     140.95    
 1968   10     152.48    
 1968   11     138.54    
 1968   12     148.44    
 1969    1     152.65    
 1969    2     155.21    
 1969    3     172.25    
 1969    4     155.50    
 1969    5     145.43    
 1969    6     162.15    
 1969    7     136.61    
 1969    8     143.02    
 1969    9     137.31    
 1969   10     154.02    
 1969   11     156.69    
 1969   12     143.64    
 1970    1     158.27    
 1970    2     175.44    
 1970    3     158.36    
 1970    4     161.99    
 1970    5     168.38    
 1970    6     154.93    
 1970    7     151.99    
 1970    8     138.21    
 1970    9     143.24    
 1970   10     148.31    
 1970   11     162.03    
 1970   12     152.75    
 1971    1     162.58    
 1971    2     137.79    
 1971    3     111.93    
 1971    4     116.67    
 1971    5     109.91    
 1971    6     101.65    
 1971    7     117.35    
 1971    8     114.07    
 1971    9     104.04    
 1971   10     107.17    
 1971   11     114.02    
 1971   12     124.54    
 1972    1     114.78    
 1972    2     141.79    
 1972    3     128.48    
 1972    4     112.89    
 1972    5     129.59    
 1972    6     135.43    
 1972    7     122.00    
 1972    8     125.73    
 1972    9     113.65    
 1972   10     121.10    
 1972   11     101.64    
 1972   12     102.90    
 1973    1     102.21    
 1973    2      98.67    
 1973    3     100.39    
 1973    4     105.03    
 1973    5      96.98    
 1973    6      91.24    
 1973    7      84.47    
 1973    8      82.88    
 1973    9     105.64    
 1973   10      87.73    
 1973   11      81.52    
 1973   12      84.17    
 1974    1      83.10    
 1974    2      80.85    
 1974    3      79.22    
 1974    4      86.08    
 1974    5      90.60    
 1974    6      86.26    
 1974    7      92.48    
 1974    8      82.99    
 1974    9      87.77    
 1974   10      97.63    
 1974   11      90.29    
 1974   12      81.12    
 1975    1      77.48    
 1975    2      74.19    
 1975    3      72.38    
 1975    4      70.74    
 1975    5      70.07    
 1975    6      69.70    
 1975    7      77.18    
 1975    8      90.39    
 1975    9      79.55    
 1975   10      75.74    
 1975   11      80.84    
 1975   12      74.60    
 1976    1      74.75    
 1976    2      70.55    
 1976    3      76.66    
 1976    4      76.28    
 1976    5      70.64    
 1976    6      70.57    
 1976    7      67.55    
 1976    8      74.76    
 1976    9      73.08    
 1976   10      75.92    
 1976   11      72.88    
 1976   12      76.72    
 1977    1      77.42    
 1977    2      82.29    
 1977    3      76.55    
 1977    4      77.62    
 1977    5      79.65    
 1977    6      91.54    
 1977    7      81.05    
 1977    8      84.26    
 1977    9     100.20    
 1977   10      96.92    
 1977   11      93.70    
 1977   12     102.08    
 1978    1     109.57    
 1978    2     145.44    
 1978    3     141.78    
 1978    4     149.37    
 1978    5     146.49    
 1978    6     142.20    
 1978    7     131.09    
 1978    8     114.05    
 1978    9     157.90    
 1978   10     158.19    
 1978   11     151.53    
 1978   12     175.49    
 1979    1     202.99    
 1979    2     204.12    
 1979    3     185.82    
 1979    4     173.75    
 1979    5     165.20    
 1979    6     180.31    
 1979    7     165.95    
 1979    8     172.72    
 1979    9     200.24    
 1979   10     217.87    
 1979   11     231.75    
 1979   12     203.53    
 1980    1     206.16    
 1980    2     199.99    
 1980    3     168.08    
 1980    4     207.90    
 1980    5     224.03    
 1980    6     193.16    
 1980    7     184.79    
 1980    8     166.22    
 1980    9     183.86    
 1980   10     204.23    
 1980   11     218.09    
 1980   12     227.44    
 1981    1     174.56    
 1981    2     204.52    
 1981    3     205.29    
 1981    4     223.21    
 1981    5     194.63    
 1981    6     156.86    
 1981    7     191.95    
 1981    8     220.59    
 1981    9     219.50    
 1981   10     224.30    
 1981   11     207.80    
 1981   12     207.77    
 1982    1     179.04    
 1982    2     214.24    
 1982    3     210.47    
 1982    4     161.82    
 1982    5     144.65    
 1982    6     171.91    
 1982    7     159.57    
 1982    8     167.87    
 1982    9     165.29    
 1982   10     161.93    
 1982   11     167.38    
 1982   12     199.35    
 1983    1     142.29    
 1983    2     122.63    
 1983    3     118.55    
 1983    4     118.95    
 1983    5     137.07    
 1983    6     138.64    
 1983    7     125.03    
 1983    8     124.37    
 1983    9     109.03    
 1983   10     112.42    
 1983   11      92.45    
 1983   12      93.44    
 1984    1     116.11    
 1984    2     140.56    
 1984    3     122.03    
 1984    4     128.67    
 1984    5     128.27    
 1984    6     100.27    
 1984    7      89.25    
 1984    8      83.67    
 1984    9      78.07    
 1984   10      73.55    
 1984   11      76.28    
 1984   12      75.85    
 1985    1      74.46    
 1985    2      73.67    
 1985    3      73.25    
 1985    4      75.14    
 1985    5      80.24    
 1985    6      76.08    
 1985    7      78.71    
 1985    8      71.48    
 1985    9      69.48    
