# 1880-2013 global mean sea level by <a href="https://link.springer.com/article/10.1007/s10712-011-9119-1">Church and White</a>
# ssh [mm] global mean sea level
1880.5 -158.7 
1881.5 -153.1 
1882.5 -169.9 
1883.5 -164.6 
1884.5 -143.7 
1885.5 -145.2 
1886.5 -147.6 
1887.5 -153.2 
1888.5 -151.1 
1889.5 -149.5 
1890.5 -147.5 
1891.5 -149.2 
1892.5 -146.0 
1893.5 -141.3 
1894.5 -151.0 
1895.5 -139.2 
1896.5 -146.8 
1897.5 -141.6 
1898.5 -132.2 
1899.5 -124.7 
1900.5 -130.1 
1901.5 -130.5 
1902.5 -125.9 
1903.5 -117.9 
1904.5 -128.2 
1905.5 -133.7 
1906.5 -126.9 
1907.5 -128.3 
1908.5 -130.8 
1909.5 -126.3 
1910.5 -126.4 
1911.5 -118.1 
1912.5 -121.2 
1913.5 -119.4 
1914.5 -113.1 
1915.5 -105.2 
1916.5 -107.1 
1917.5 -111.6 
1918.5 -113.2 
1919.5 -111.6 
1920.5 -110.3 
1921.5 -108.2 
1922.5 -109.1 
1923.5 -107.9 
1924.5 -115.2 
1925.5 -113.2 
1926.5 -106.7 
1927.5 -107.8 
1928.5 -111.7 
1929.5 -110.3 
1930.5 -106.3 
1931.5 -106.7 
1932.5 -101.0 
1933.5  -96.7 
1934.5 -102.1 
1935.5  -96.5 
1936.5 -100.4 
1937.5  -94.7 
1938.5  -92.1 
1939.5  -86.9 
1940.5  -92.2 
1941.5  -80.0 
1942.5  -80.0 
1943.5  -80.0 
1944.5  -86.4 
1945.5  -83.6 
1946.5  -76.1 
1947.5  -73.0 
1948.5  -68.2 
1949.5  -69.5 
1950.5  -67.3 
1951.5  -57.8 
1952.5  -60.4 
1953.5  -56.0 
1954.5  -58.9 
1955.5  -58.0 
1956.5  -63.1 
1957.5  -49.7 
1958.5  -48.3 
1959.5  -48.0 
1960.5  -44.3 
1961.5  -38.1 
1962.5  -43.3 
1963.5  -44.9 
1964.5  -52.8 
1965.5  -41.6 
1966.5  -47.0 
1967.5  -45.6 
1968.5  -44.8 
1969.5  -38.0 
1970.5  -39.9 
1971.5  -34.7 
1972.5  -25.6 
1973.5  -31.6 
1974.5  -19.7 
1975.5  -21.3 
1976.5  -22.3 
1977.5  -24.0 
1978.5  -17.6 
1979.5  -22.5 
1980.5  -16.5 
1981.5   -4.1 
1982.5   -9.9 
1983.5   -1.5 
1984.5   -2.4 
1985.5  -12.7 
1986.5  -12.1 
1987.5  -11.5 
1988.5   -6.8 
1989.5   -2.3 
1990.5    0.0 
1991.5    2.5 
1992.5    3.2 
1993.5    1.4 
1994.5    6.6 
1995.5    9.5 
1996.5   13.6 
1997.5   20.6 
1998.5   10.7 
1999.5   19.2 
2000.5   20.5 
2001.5   26.0 
2002.5   28.4 
2003.5   37.6 
2004.5   37.2 
2005.5   37.3 
2006.5   41.6 
2007.5   43.5 
2008.5   52.2 
2009.5   58.0 
2010.5   65.7 
2011.5   67.3 
2012.5   76.1 
2013.5   67.7 
